tweet_id,text,custom_intent
1768868,"@AppleSupport My alarm screen freezes up where I cant edit alarms, text message screen freezes constantly, and the phone is constantly crashing",device_software_issue
925568,@AppleSupport Hi I cant see vpn icon on notification bar when I enable it in ios 11.0.3 Iphone 6s.,device_software_issue
2042684,@AppleSupport hay I'm having a app download after I restart my phone is there anything I can do about it??,general_information
1641907,I’m about to throw my phone through the wall. @118936 @AppleSupport what the fuck is this I️ ?,device_software_issue
2456459,@115817 is the worst carrier ever. Others don’t even come close. Why does @115858 @applesupport even use them? I guess they don’t like people ordering online and just wanting them to go to the stores.,device_software_issue
48023,@AppleSupport 2 h and charge now 40% in ios 10 maybe 3.5 to get 40% https://t.co/CfHOJ56s1B,general_information
919215,"@115858 @AppleSupport It’s  iPhone 6, iOS 11.0.3.. it was turned off",general_information
2119391,@173460 @AppleSupport,general_information
1769995,"IM GETTING ANGRIER AND ANGRIER BY THE SECOND. It DOESNT MAKE SENSE. 

@AppleSupport fix this https://t.co/LrFr58SEeR",general_information
2468877,FIX THIS I️ THING! @AppleSupport @115858,general_information
2061789,@AppleSupport i got my phone fixed today at an apple store and now it won’t even turn on???,general_information
2627750,@AppleSupport Yes I restarted it. I've done all I know to do but the screen is still not working.,general_information
1000219,@AppleSupport any way to check overall battery health of my iPhone 7?,general_information
2271703,@AppleSupport @660904 I updated and im still having a problem. The A square and ? are gone but i am still having issue with my auto correct. Will there be another update?,device_software_issue
939119,"@AppleSupport It started with the update to iOS11. Same has been the case with all the incremental updates. Can confirm till 11.1.2. Am currently on the latest public beta, still the same problem.",device_software_issue
2915993,@AppleSupport I'm having so much trouble with my Apple ID accepting my payment details. I can't download or update anything! I'm about to go to android! This is horrible! Nothing is working for me!,device_software_issue
2493897,Hey @AppleSupport did you guys realize the “I” bug isn’t only bc of autocorrect and it shows up as an I on desktop but still shows up as a ? on mobile,account_access
1578495,@AppleSupport This did not work.,device_software_issue
2914655,@AppleSupport iPhone 7 updated iso version,device_software_issue
865886,@AppleSupport I tried both WiFi and cellular,device_software_issue
2900428,@AppleSupport Can you send over the iPhone X,account_access
1578506,@AppleSupport soooo uhm i set up my passcode yesterday but its saying its wrong and my phone wont unlock with my face. Do i have to recovery mode unlock?,general_information
214245,🤦🏽‍♀️🤦🏽‍♀️😡😡😔😔😒😒when U DM both @AppleSupport N @TMobileHelp 4 assistance cause ur phone is going haywire cause of an error get no response,general_information
208156,@AppleSupport Issue started when I updated my phone to new ios 11 it sucks its not with any specific app but its with everything if use keypad to dial a p,general_information
2187688,"@AppleSupport now update is not showing nor installing any application 😡 
#ios11 #iphone5s #Cellular https://t.co/xHgkxfIF7O",device_software_issue
921053,@AppleSupport I found a solution on your website.. It seems to work but if it stops working I will tweet you again but thanks for the reply..,general_information
2747327,"Help me pls, my back camera isn’t working and neithers my torch, FaceTime and stuff won’t work either !!!? Everything else on my phone is fine? @AppleSupport",device_software_issue
1091342,@AppleSupport When I charge my phone the battery percentage decreases,device_software_issue
1376454,@AppleSupport @136054 Aka they don’t actually care about making their iOS work. Remember when Apple was actually the user friendly choice? Samsung time,device_software_issue
990416,@AppleSupport Did not this existed. Just sent my feedback 😀,general_information
1204170,"@AppleSupport 5.7GB, but I already have the update downloaded which is using up 1.26GB",device_software_issue
1391870,"Hey @AppleSupport, feature request: long press to actually turn off Wi-Fi and BlueTooth. Thanks!",account_access
2965362,@AppleSupport Yea @818118 already pointed that out for me. It worked. Hardly did anything besides unboxing and setting up face ID.,device_software_issue
1638747,@501100 @501101 @115858 @AppleSupport Calling you,device_software_issue
2779309,"@AppleSupport How to solve some. Sorry, but I will not get into that site.",device_software_issue
2406593,"@AppleSupport I would like to know why?
yesterday i upgraded my IOS to 11.1.1 and in the morning it crashed! doesn't work any more.
if you would like to help please :)
my device is iPhone 6 plus https://t.co/LQUJ86fXpU",general_information
235830,@115858 @AppleSupport any reason why the fingerprint isn't working to unlock my phone?,device_software_issue
257771,@AppleSupport Ever since I updated my phone to the new iOS. My phone would randomly restart again.,device_software_issue
620132,@AppleSupport #Bug since last update when alarm goes off it doesn’t ring and restarts my phone. Also wifi keeps turning itself on.What I do?,general_information
2319863,@AppleSupport I’m really not interested as I’ve been down this road with Apple several times and troubleshooting never works. Nor does completely resetting my phone. I’ve done it all.,general_information
2646298,Music coming from #AirPods but I don’t know from where especially since the volume is down/off 🤔 @AppleSupport https://t.co/MCwxyXFVnl,general_information
2070409,@AppleSupport is this a fake email https://t.co/HOdEqNxxyx,general_information
1616704,@AppleSupport And it did 😁,purchase_order
2633240,@AppleSupport Nvm. I got it. Thank you so much.,device_software_issue
2004289,@AppleSupport Why has my iPhone X been stuck on this screen for almost an hour now? https://t.co/ELLnN63XbZ,device_software_issue
2276976,"I need an iPhone X so I can reach the “Here, I, Gonzalo Larralde declare that blablabla” checkbox. @AppleSupport please get me one! https://t.co/q25q8BBsGP",device_software_issue
371872,@AppleSupport my App Store won’t let me download app I’ve already downloaded,device_software_issue
908613,"@AppleSupport so my iphone sixplus battery is terrible now, 100 just 15min ago, now 79% battery life! #wtf #applesucks",device_software_issue
2355127,@AppleSupport I basically refuse to update again. Don’t lie and say it’ll restore my battery life cos upgrading has never improved my phone’s anything—and you know it https://t.co/ew1xZNJHqv,device_software_issue
1615481,@495470 @AppleSupport wtf bro?,general_information
2562304,@AppleSupport iphone 7. it’s a loading circle. does it about 4 times a day.,device_software_issue
2917302,@AppleSupport can’t use this iCloud back up on my iPhone X why help https://t.co/nBrJxZeOAw,device_software_issue
2772655,@AppleSupport And these videos are in photos app of apple,device_software_issue
633796,"@AppleSupport When I swipe to search, I type in the box an app name and nothing is shown as per screenshot https://t.co/9VVsJsHXdy",device_software_issue
804887,@AppleSupport you may want to add an update that fixes the lock screen not showing the clock after hanging up from a call,device_software_issue
910432,@AppleSupport Thank you. Using Wi-Fi.,account_access
396089,"@AppleSupport I’m not experiencing anything yet, I’m more worried about the news reports of batteries bulging and breaking phones!",account_access
955026,@115858 @AppleSupport can you guys provide an update that works instead of turning my phone into a brick? Thanks,device_software_issue
1070127,@AppleSupport can you please provide a response? https://t.co/MskKLt6kCe,device_software_issue
1614431,@AppleSupport Oh damn it worked lol thanks,device_software_issue
1714673,"Dear @AppleSupport, how can I put my plethora of podcast in a play-order?  Some are not child friendly &amp; I need list safe for carpool/trips.",device_software_issue
755767,@300641 @AppleSupport If you put each on on your phone at the times you need them too But i dont own a watch yet. I just use the reminders on the phone or alarms,purchase_order
1482964,https://t.co/PTDLxU0zan @AppleSupport  @115858 sério sem cabimento 7 mil reais! Poxa!,device_software_issue
1240093,Je suis allé chez @AppleSupport pour savoir quel était le problème. Leur diagnostic ne donnait rien donc il faut changer le clavier [...],device_software_issue
652748,@275199 @AppleSupport So many stupid bugs in the new update. Ready to throw this iPhone out the window,general_information
2014178,Thanks @115858 I️ like to keep my options open when it comes to the letter ‘I’ #iPhoneProblems #iOSProblems @AppleSupport https://t.co/YS9WlPOgNY,device_software_issue
2000084,@AppleSupport fix this question mark bullshit immediately! HOW are y’all so incompetent? https://t.co/NQafFWtHxk,device_software_issue
1471807,@AppleSupport Fix this. Please. https://t.co/V2rA8qj06n,device_software_issue
208194,@AppleSupport new upgrade to iOS 11 sucks. Even more of my apps are snagging and now my email won’t load 😢 Wish I’d never upgraded.....,general_information
1569684,"@AppleSupport Display zoom,so the apps are bigger on the home screen.",device_software_issue
152930,"@115858 @AppleSupport when in Steve Jobs’s name are you going to fix the damn “I”?  Half my posts have it, half don’t.  #whatwouldSteveJobsdo?",device_software_issue
1589355,@AppleSupport hey...i can't open Viber and messenger on my iPhone 5. https://t.co/iYHR82Rw5Y,device_software_issue
1545944,@AppleSupport just watched my iPhone battery go down 7% in 2 minutes. Since updating my phone is almost unusable without a charger on hand,device_software_issue
2815619,@AppleSupport My iPhone 6S plus camera keeps shaking https://t.co/v99bko63nL,device_software_issue
2739478,"@AppleSupport 
Why can’t I turn off the iCloud backup ? https://t.co/yTPPdmRGZm",device_software_issue
1367628,Data breach on my Apple ID today. Not sure @AppleSupport are taking it seriously enough. More angered that my pre-order was deleted also!,account_access
1463530,@AppleSupport Notifications r broken in ios 11. Why jump thru hoops to clear all new notifications? Thank god there are a ton of new emoji.,device_software_issue
2666,I keep getting this error message saying “the item can’t be played” and idk how to fix it... @115948 @AppleSupport,device_software_issue
1128148,#iOS11 has made my #iphone 6S+ unusable 😭 #Apple @AppleSupport #ios1103,general_information
1507025,@AppleSupport con la última actualización falla mucho la cámara y constantemente se traba mi #iPhone7 😭,device_software_issue
1650189,@AppleSupport Here’s what you can do... send me a new iPhone,device_software_issue
2321912,@AppleSupport i don’t think it’s the casing coz when someone calls me the ringtone would ring at a normal tone and then suddenly go soft . it’s only for incoming calls not other notification sounds,device_software_issue
687910,@AppleSupport they’re the same album. one of the songs is randomly in another album??? this is also happening with a few of my other albums!! https://t.co/YvA5QPtMlJ,device_software_issue
2042547,"I haven’t had service in 3 days and y’all said y’all would call back Tuesday for help and DID NOT, how are y’all gonna play me like that? 🤔 @AppleSupport",general_information
2627739,"@AppleSupport I am trying to download a app from iTunes on my Mac, the results I see is from songs, movie's, podcasts etc. I see no results for apps.",device_software_issue
86995,@AppleSupport It doesn’t. The control center does show up when swiped twice but without the dock. The dock is missing from the homescreen too. If it happens again I’ll screen record.,device_software_issue
404150,"@AppleSupport Yes a few times, also takes a long time to connect to home WiFi when returning from work, just not as good as iOS 10",device_software_issue
2296195,@AppleSupport Are you lot politicians? Answer the question not divert me to a help yourself link bollocks,device_software_issue
1605541,Yo @AppleSupport why is this happening? https://t.co/mw1xmU2BAC,device_software_issue
789389,"Dear @AppleSupport, in occasion, mail locks up. Cursor will not move past a word. Can delete word, retype. Nothing else.",purchase_order
2047763,@AppleSupport Crackle gone - replaced by complete silence...,device_software_issue
1166647,@AppleSupport Deleted &amp; re-installed but the issue there. Have noticed that notification comes if the app is open in background else they don’t come.,device_software_issue
737254,"@AppleSupport iPhone 7 Plus. I’m not sure about which apps, it just seems to be draining quicker than usual",device_software_issue
1445585,"@AppleSupport I use the regular keyboard, I think.  I have not downloaded iOS 11.1.  Will that fix it?",refund_request
1074663,@applesupport i wanted to switch my apple id email but it won't let me switch it to the one I want. when i look to see if my other (1/2),device_software_issue
906824,@AppleSupport hi. Any way of speeding this up? https://t.co/PQfVqnRHtY,general_information
2079709,ever since this update i haven’t gotten notifications from certain texts and i’m irritated @AppleSupport @115858,device_software_issue
2429367,@AppleSupport Yous are the realest. Thanks.,device_software_issue
1471897,I️ have a 7 Plus. My phone has the latest update but I’m still seeing these weak ass boxes. What’s the deal ?@AppleSupport,device_software_issue
1526098,"@AppleSupport why tf when I️ type The letter I️, it shows up as an A and question mark",general_information
2960097,@AppleSupport it’s now popping up with volume muted when I’m not listening to anything??,device_software_issue
2220392,"@AppleSupport I just tried it on YouTube and it worked and then stopped working, I can try other apps too if you need it?",device_software_issue
2558633,@AppleSupport Gracias!,device_software_issue
2253510,@AppleSupport facing severe issue of battery draining,device_software_issue
872721,"My Siri doesn't work, my volume doesn't work, my music won't play, my phone sometimes won't turn on....UGH @115858 @AppleSupport #iOS11",device_software_issue
2042268,I shouldn’t have updated my phone. It’s been glitchy ever since 😒. Thanks @115858 @AppleSupport as if I don’t have enough 1st world problems,device_software_issue
2350749,@AppleSupport iOS 11 ruined my phone I demand something be done,general_information
215387,My phone just gonna keep going black and white till I update ?!?! @AppleSupport,device_software_issue
1144276,@AppleSupport still not able to do pre approval for upgrade program in UK? When can we?,device_software_issue
1566016,Looking fwd to @AppleSupport pushing an update that fixes this autocorrect glitch when I️ type an uppercase i so I️ don’t keep using i. Thx.,device_software_issue
1828193,"Apple, sweetheart, this iOS 11 update... What’s going on? Let’s talk. @AppleSupport https://t.co/UUAnOvPjuM",device_software_issue
1086807,"You guys have ruined my #iPhone with your last update. My phone is running just like an #Android would. It’s Slow, it lags @AppleSupport",general_information
926456,"@AppleSupport I have already canceled the subscription within the app, but i didn’t want or approve of the purchase, any way of a refund?",device_software_issue
2014006,Eye just want to be able to text the letter after ‘h’ and before ‘j’. @115858 @AppleSupport please fix this already.,general_information
940621,@AppleSupport  https://t.co/qNbHWgfE8F,device_software_issue
1470822,"@AppleSupport @461401 Hi @AppleSupport , my brand new iPhone burned me, but guess what, I’ll get help only after it explodes and I lose my fingers. Thanks :)",general_information
1597298,@AppleSupport @115858 update after update and now Proxy at Wifi settings doesnt work... 😓 totally dissapointed of ios11..,device_software_issue
1541927,@AppleSupport  iOS 11.1 completely slowed down my phone and now my fingerprint scanner isn’t working very accurately,device_software_issue
550810,"@AppleSupport Worked like a charm, thank you.",general_information
585853,@AppleSupport why does my phone keep rebooting itself for a few seconds then coming back to life?😫,device_software_issue
2229411,"@AppleSupport help me, I️ can’t type a letter without this happening: I️",general_information
2356552,"@AppleSupport hey my phone won't display Bluetooth devices. just sits here and loads for hours. tried resetting everything already. please help, thanks https://t.co/VXOFBLp6rj",device_software_issue
390061,@AppleSupport What’s up with the iPhone 6S battery these past few days? Mine is draining like crazy all of a sudden.,account_access
882596,@AppleSupport how do you fix the battery draining problem after the 11.0.3 upgrade???  Draining as I type :(,device_software_issue
1482970,@AppleSupport please fix the annoying problem with the letter I️!!  It’s making me crazy!  #alllettersmatter,general_information
2151234,@AppleSupport Hey big head @122609,device_software_issue
1197181,"@401292 @AsurionCares @AppleSupport Mine too. And apple told me to update and restore my phone that's all..
 Mine is super laggy too. They won't do anything",device_software_issue
1365607,@AppleSupport 1-There is a problem with the latest update 11.0.3 The device suddenly hangs on the,device_software_issue
262241,Ik krijg zo de schijt van die #iOS11  hele tijd hangt me telefoon vast.. #apple #iphone #fail @AppleSupport,device_software_issue
2121546,"Indignante el servicio técnico de @AppleSupport Además de no resolver nada, groseros, desagradables y pésimos profesionales. Parece mentira que una marca como esta permita este tipo de servicio #menudadecepcion",general_information
2300655,@AppleSupport Thanks Apple! IOS 11.1.1 fixed my battery drain issue!,general_information
1346184,"How does one download Safari for Windows, @AppleSupport? https://t.co/pJXWY7bZ2J redirects to https://t.co/CHoTRLYDed, no download link",device_software_issue
500070,@AppleSupport No it’s all of my apps and it’s also crashing my phone in general to the point where I have to restart it and it’s iPhone 7 Plus and IOS 11.1.2,device_software_issue
1539260,!!!!! Like what is the reason @AppleSupport ???!!! https://t.co/qoDRDXQxKt,general_information
693968,@AppleSupport I updated my phone and I.T is still changing into I.T,device_software_issue
1871685,"@AppleSupport Actually have it set to go off after 2 minutes.   After setting timer via Siri, it stayed on for 19 minutes before I noticed. https://t.co/pyK362a2zQ",device_software_issue
2575343,"@AppleSupport You’re not doing anything! Why call yourselves ‘support’ ? It’s been going on for over a month and still nothing, why?",device_software_issue
1640730,@AppleSupport someone fix these damn question mark things that keep showing up,device_software_issue
660471,@AppleSupport OH NO WAIT i think it was the 19th,device_software_issue
2425907,Hey @AppleSupport Mail app on iOS is crashing constantly when searching emails. I can reproduce the bug easily. Almost every time I search my mailboxes it crashes.,device_software_issue
2123885,hey @AppleSupport im trying to get back my apple id but my phone wont get any text for veryfication code. HELP. i already went to support page and tried everything!!! (Day2),device_software_issue
1828412,"@AppleSupport my icloud music library has been ""temporarily unavailable"" on my iphone for over a year now 🍾🎉",device_software_issue
323441,@AppleSupport Latest version 11.0.2,general_information
1456458,"@AppleSupport 1/Understand that when directly charging using the cable, without the adapter, the phone freezes.
(2/n)",device_software_issue
831753,"@AppleSupport i have about 12,000 things in my camera roll but theyre not showing up and i know theyre on my phone bc of the storage https://t.co/BU2tvvF9Zj",device_software_issue
1025670,@AppleSupport my iPhone keeps restarting by itself ? I earesed all the content and settings and it’s still the same ?,device_software_issue
1344615,@AppleSupport Wow finally got through and the chat was not only not helpful but the chat agent basically acted like I was the one w the issue. Nice.,device_software_issue
1713723,"@AppleSupport It's already been resolved, thank you.",device_software_issue
845826,"@AppleSupport Since the #iOS update, occasionally the keyboard doesn’t apper (slide-in) at the bottom of the screen. Needs phone restart",device_software_issue
1772886,@115858 @AppleSupport any chance the I️ problem gets fixed?,device_software_issue
2726038,@AppleSupport @764493 Unfortunately it will be Android... A pity.,general_information
2043962,"Updated iMovie, now only HALF of the audio is imported??? 😩😩😩@AppleSupport https://t.co/92suNepQTk",device_software_issue
206469,"@AppleSupport when i try to airdrop pictures from my macbook air to iphone 7, the mac doesn’t detect my phone. i made sure bluetooth/airdrop/etc was on.",device_software_issue
1936279,"@AppleSupport I’m so sad about my iPhone 7
Nothing works right for long 
I keep resetting &amp; stuff
It’s no fun",general_information
2277978,@115948 @115858 @AppleSupport   Why isn’t my phone working. I’ve been trying to upload ONE SONG to a playlist for the past two hours and it’s still loading and won’t let me. It’s getting kinda annoying at this point.,device_software_issue
239261,@AppleSupport Even your own apps are not loading. 😡 https://t.co/mGHs9v1dh2,device_software_issue
881183,@AppleSupport I keep getting this on my iPhone 7 is this legit? https://t.co/ntDBOxm3Td,device_software_issue
2125031,"@AppleSupport @115858 this newest update is absolutely terrible. My phone has never lagged so much, and it has some many cons with it! Please just fix it.",device_software_issue
709515,@AppleSupport It’s happening overall ! And I don’t listen the audio when someone calls me....,device_software_issue
2801504,hey @AppleSupport literally when will my phone stop making I.T look like I.T can you please send out an update already I.T is ridiculous,device_software_issue
903694,where are my bottom 4 apps @115858 @AppleSupport https://t.co/7E9kPUhqC9,device_software_issue
1065248,"@AppleSupport Sky+, YouTube, Fitbit, fight list, great western, Shazam, Amazon, eBay, PayPal, just giving, betfair, https://t.co/PMbmDH1Heh, BA",general_information
1683392,"@AppleSupport Hello, I just updated my iPhone 6 to iOS 11.1 and now the device keeps on powering on and off. How do I get this sorted out?",device_software_issue
1481902,Does anybody know why I️ have auto correct turning my letters into a question mark? @AppleSupport https://t.co/Se46xDtEGs,device_software_issue
1703933,@AppleSupport @115858 I need to know just 2 things. Has the #Iphone10 a #Backbutton ? Can you place the cursor anywhere in a word without a long press?,device_software_issue
2240709,"@115858 @AppleSupport My new #iPhoneX shows a green line on it’s display just on it’s third day!
HELP OUT https://t.co/cTtbFTyaaX",device_software_issue
2614209,@AppleSupport How to find the Videos app on # IOS11 erased by mistake and not available on @118936?  (For FRANCE),device_software_issue
542293,@AppleSupport hi :) my iPhone keeps restarting every five minutes it’s annoying &amp; it’s been freezing a lot lately. I’ve downloaded the latest iOS &amp; restarted it twice. What’s happening? Please help,general_information
1068890,@AppleSupport I get this error message,device_software_issue
629695,Can @AppleSupport fix the issue where my messages add random b’s with the next update? Thanks!,device_software_issue
1354034,"Updated my #iphone, alarm now goes off on silent. Somewhat defeats the point of an alarm if you ask me @AppleSupport",device_software_issue
1558808,Okay now @AppleSupport WHAT FRESH HELL IS THIS https://t.co/hGfRhsCGUN,general_information
2229313,Can someone fix this omg @AppleSupport @121574 https://t.co/6MhZVjPgAI,general_information
2849163,@115858 @AppleSupport Very disappointing Genius Bar app today. Faulty speaker on my phone and want to charge £50 ish. Phones is 6 wks ish over warranty. Yet I’ve been trying to book in for 8 weeks but can’t get app to suite my diary till today. #timeforasamsungafter10yearswithyou,device_software_issue
1305206,@AppleSupport @424990  https://t.co/oARQZrMkyH,device_software_issue
2047814,"My phone battery isn’t even lasting an hour now, really not ideal 😡@AppleSupport",general_information
557784,@AppleSupport fix my I.T please https://t.co/XdHLEyDi4W,general_information
2036031,@AppleSupport why does my iPhone keep randomly adding an hour to the time? It corrects when I turn airplane mode on then off.,device_software_issue
1617835,@AppleSupport @115858 what’s up with this A [?] thing ?,general_information
1759672,"@AppleSupport since updating my 6+ to ios11, it has been slow, unresponsive &amp; generally an unpleasant user experience. Hello @125607",device_software_issue
1530046,@AppleSupport Help ! ☹️💔 https://t.co/jRj654Gmga,general_information
2552506,"@AppleSupport Very unhappy with the experience after the ios 11 update. Phone's getting stuck, screen rotate not working at times, keypad not working while adding calls :( iphone never used to give surprises like these in the past!",device_software_issue
2021383,"@AppleSupport ya done messed up, I️ can’t get my point across. I️ am very upset about this, please fix so I️ can be happy again.",general_information
2139894,"@AppleSupport What do I do when I get the error ""2003F"" on my MacBook Pro Model 1398. Any quick tips? No need to recover data.",device_software_issue
36640,@AppleSupport iphone 7 and 11.0.3,device_software_issue
1290452,@AppleSupport Apple Configurator says the Apple TV device isn’t supported since the 3rd gen doesn’t run tvOS,device_software_issue
1649000,70 new emojis is cool and all but are we gonna fix this “i” situation @AppleSupport,device_software_issue
121563,"@AppleSupport hi, could you explain what’s happening to my ipad? and how do i fix this issue? thankyou. https://t.co/Jqny28glGm",device_software_issue
1990349,@AppleSupport can I get help to check the health of my iPhone 6 battery?,device_software_issue
512569,"@237891 @237890 @AppleSupport Yep, that workaround helped.",general_information
